,encoder_freeze,scratch,measure_size,weights,uncertainty_topk,grad_num,rand_num,T_mc,encoder_lr,cost_predictor_lr,rank_warmup_epochs,lambda_reg,lambda_pair,lambda_infonce,gamma,beta,noise_std,margin_scale,tau,tau_c,feature_predictor_lr,epochs,phase,train_size,top-1,used_time,val_reg_r2,val_rank_r2,sampling_seed
27,False,False,64,"(0.6, 0.1, 0.3)",64,4,0,20,1e-05,0.0001,100,0.01,2.0,0.01,0.01,0.001,0.001,0.3,0.1,,0.0,1000,3,192,0,12.88,"[0.6253, 0.6684, 0.6086]","[None, None, None]",2007
28,False,False,64,"(0.6, 0.1, 0.3)",64,4,0,20,1e-05,0.0001,100,0.01,2.0,0.01,0.01,0.001,0.001,0.3,0.1,,0.0,1000,1,64,1,4.04,[0.4937],[None],2008
29,False,False,64,"(0.6, 0.1, 0.3)",64,4,0,20,1e-05,0.0001,100,0.01,2.0,0.01,0.01,0.001,0.001,0.3,0.1,,0.0,1000,1,64,0,4.04,[0.6415],[None],2009
30,False,False,64,"(0.6, 0.1, 0.3)",64,4,0,20,1e-05,0.0001,100,0.01,2.0,0.01,0.01,0.001,0.001,0.3,0.1,,0.0,1000,1,64,0,4.04,[0.6517],[None],2010
31,False,False,64,"(0.6, 0.1, 0.3)",64,4,0,20,1e-05,0.0001,100,0.01,2.0,0.01,0.01,0.001,0.001,0.3,0.1,,0.0,1000,1,64,0,4.04,[0.6431],[None],2011
32,False,False,64,"(0.6, 0.1, 0.3)",64,4,0,20,1e-05,0.0001,100,0.01,2.0,0.01,0.01,0.001,0.001,0.3,0.1,,0.0,1000,1,64,0,4.04,[0.6297],[None],2012
33,False,False,64,"(0.6, 0.1, 0.3)",64,4,0,20,1e-05,0.0001,100,0.01,2.0,0.01,0.01,0.001,0.001,0.3,0.1,,0.0,1000,2,128,0,8.39,"[0.6804, 0.7127]","[None, None]",2013
34,False,False,64,"(0.6, 0.1, 0.3)",64,4,0,20,1e-05,0.0001,100,0.01,2.0,0.01,0.01,0.001,0.001,0.3,0.1,,0.0,1000,1,64,0,4.22,[0.6868],[None],2014
35,False,False,64,"(0.6, 0.1, 0.3)",64,4,0,20,1e-05,0.0001,100,0.01,2.0,0.01,0.01,0.001,0.001,0.3,0.1,,0.0,1000,2,128,0,8.64,"[0.6676, 0.6768]","[None, None]",2015
36,False,False,64,"(0.6, 0.1, 0.3)",64,4,0,20,1e-05,0.0001,100,0.01,2.0,0.01,0.01,0.001,0.001,0.3,0.1,,0.0,1000,2,128,0,8.61,"[0.6198, 0.5537]","[None, None]",2016
37,False,False,64,"(0.6, 0.1, 0.3)",64,4,0,20,1e-05,0.0001,100,0.01,2.0,0.01,0.01,0.001,0.001,0.3,0.1,,0.0,1000,1,64,0,4.16,[0.7102],[None],2017
38,False,False,64,"(0.6, 0.1, 0.3)",64,4,0,20,1e-05,0.0001,100,0.01,2.0,0.01,0.01,0.001,0.001,0.3,0.1,,0.0,1000,2,128,1,8.32,"[0.6121, 0.6742]","[None, None]",2018
39,False,False,64,"(0.6, 0.1, 0.3)",64,4,0,20,1e-05,0.0001,100,0.01,2.0,0.01,0.01,0.001,0.001,0.3,0.1,,0.0,1000,1,64,0,4.12,[0.6106],[None],2019
40,False,False,64,"(0.6, 0.1, 0.3)",64,4,0,20,1e-05,0.0001,100,0.01,2.0,0.01,0.01,0.01,0.001,0.3,0.05,,0.0,1000,1,64,0,4.18,[0.7123],[None],2000
41,False,False,64,"(0.6, 0.1, 0.3)",64,4,0,20,1e-05,0.0001,100,0.01,2.0,0.01,0.01,0.01,0.001,0.3,0.05,,0.0,1000,1,64,0,4.16,[0.5851],[None],2001
